word,sentiment
instrument,Neutral
insubordin,Neutral
insuffici,Negative
insul,Neutral
insult,Negative
insur,Neutral
insurrect,Neutral
intact,Neutral
intang,Neutral
integr,Neutral
intellect,Positive
intellectu,Positive
intellig,Positive
intend,Objective
intens,Neutral
intensifi,Neutral
intent,Neutral
interact,Neutral
interced,Positive
intercours,Positive
interdepend,Neutral
interest,Positive
interfer,Negative
interim,Neutral
interior,Neutral
intermedi,Neutral
intern,Neutral
internationalcourt,Neutral
interperson,Neutral
interplanetari,Neutral
interpos,Positive
interpret,Neutral
interrupt,Negative
interst,Neutral
intertwin,Neutral
interv,Neutral
interven,Neutral
intervent,Negative
interview,Neutral
intimaci,Positive
intim,Positive
intimid,Negative
into,Neutral
intoler,Negative
intox,Negative
intransig,Neutral
intric,Positive
intrigu,Positive
introduc,Neutral
introduct,Neutral
intrud,Negative
intrus,Negative
intrust,Neutral
intuit,Neutral
inund,Negative
invad,Negative
invalid,Negative
invalu,Positive
invari,Neutral
invas,Neutral
invent,Neutral
inventor,Positive
inventori,Neutral
invest,Neutral
investig,Neutral
investor,Neutral
inveter,Neutral
invinc,Positive
inviol,Neutral
invis,Negative
invit,Positive
involuntari,Negative
involv,Neutral
invulner,Positive
inward,Neutral
iowa,Neutral
iran,Neutral
iraq,Neutral
ireland,Neutral
irish,Neutral
irk,Negative
iron,Neutral
ironcurtain,Neutral
ironi,Negative
irrat,Negative
irrefut,Neutral
irregular,Negative
irresist,Positive
irrespons,Negative
irrig,Neutral
irrit,Negative
is,Objective
island,Neutral
isol,Negative
isolation,Objective
israel,Neutral
issuanc,Neutral
issu,Neutral
it,Neutral
it's,Neutral
italian,Neutral
itali,Neutral
item,Neutral
itself,Neutral
ivorycoast,Neutral
jacket,Neutral
jag,Neutral
jail,Negative
jamaica,Neutral
janitor,Objective
januari,Neutral
japan,Neutral
japanes,Neutral
jar,Neutral
jaw,Neutral
jazz,Neutral
jealou,Neutral
jealousi,Neutral
jeep,Neutral
jeer,Negative
jeopardis,Objective
jeopard,Negative
jeopardi,Negative
jerk,Negative
jersei,Neutral
jest,Positive
jet,Neutral
jew,Neutral
jewel,Objective
jewish,Neutral
jitteri,Negative
job,Neutral
jobless,Negative
join,Neutral
joiner,Neutral
joint,Neutral
jointli,Positive
joke,Positive
joker,Neutral
jolli,Positive
jordan,Neutral
journal,Neutral
journalist,Neutral
journei,Neutral
joi,Positive
joy,Positive
joyou,Neutral
jubil,Positive
jubile,Positive
judg,Neutral
judgment,Neutral
judici,Neutral
jug,Neutral
juic,Objective
juici,Neutral
juli,Neutral
jump,Neutral
jumpi,Negative
junctur,Neutral
june,Neutral
jungl,Neutral
junior,Neutral
junk,Negative
junta,Neutral
jurisdict,Neutral
juror,Neutral
juri,Neutral
just,Objective
justic,Positive
justifi,Neutral
justif,Positive
juvenil,Neutral
kansa,Neutral
keel,Neutral
keen,Positive
keep,Neutral
keeper,Neutral
kentucki,Neutral
kenya,Neutral
kept,Neutral
kei,Neutral
keyboard,Neutral
kick,Negative
kid,Neutral
kidnap,Negative
kidnei,Neutral
kill,Negative
killer,Negative
kilomet,Neutral
kilometr,Neutral
kin,Neutral
kind,Neutral
kindl,Neutral
kindr,Neutral
king,Neutral
kingdom,Neutral
kiss,Positive
kitchen,Neutral
kitten,Neutral
knee,Neutral
kneel,Neutral
knelt,Neutral
knew,Neutral
knife,Neutral
knit,Neutral
knive,Neutral
knock,Negative
knocker,Neutral
know,Neutral
knowhow,Neutral
knowledg,Positive
known,Neutral
korea,Objective
korean,Neutral
kremlin,Neutral
kuwait,Neutral
lab,Neutral
label,Neutral
labor,Neutral
laboratori,Neutral
labour,Neutral
lack,Negative
lad,Neutral
ladder,Neutral
ladi,Neutral
lag,Negative
laid,Objective
lain,Neutral
lake,Neutral
lamb,Neutral
lame,Negative
lament,Negative
land,Neutral
landlord,Neutral
landmark,Neutral
landscap,Neutral
lane,Objective
languag,Neutral
languish,Negative
lao,Neutral
laps,Negative
larg,Neutral
largescal,Neutral
last,Neutral
late,Neutral
latent,Neutral
latin,Neutral
latter,Neutral
laudabl,Positive
laugh,Positive
laughter,Positive
launch,Neutral
lavatori,Neutral
lavish,Positive
law,Positive
lawless,Negative
lawn,Neutral
lawyer,Neutral
lai,Neutral
layer,Neutral
lazili,Negative
lazi,Negative
lead,Neutral
leader,Neutral
leadership,Neutral
leaf,Neutral
leagu,Neutral
leagueofn,Neutral
leak,Negative
leakag,Negative
lean,Neutral
leap,Neutral
learn,Neutral
learner,Positive
least,Objective
leather,Neutral
leav,Neutral
lebanon,Neutral
lectur,Neutral
led,Neutral
ledg,Neutral
ledger,Neutral
left,Neutral
leg,Neutral
legal,Positive
legend,Neutral
legion,Objective
legisl,Neutral
legislatur,Neutral
legitimaci,Positive
legitim,Positive
leisur,Positive
lemon,Neutral
lemonad,Neutral
lend,Neutral
length,Neutral
lengthi,Neutral
lenin,Neutral
lent,Neutral
less,Neutral
lessen,Neutral
lesson,Neutral
lest,Neutral
let,Neutral
let's,Neutral
letter,Neutral
level,Neutral
liabil,Negative
liabl,Negative
liar,Negative
liber,Neutral
liberia,Neutral
liberti,Positive
librari,Neutral
libya,Neutral
licens,Neutral
lick,Neutral
lie,Neutral
lieuten,Neutral
life,Neutral
lifeless,Negative
lifelong,Positive
lifetim,Neutral
lift,Neutral
light,Positive
lighten,Neutral
lightn,Neutral
lignit,Neutral
likabl,Positive
like,Neutral
likelihood,Neutral
likeli,Neutral
likewis,Neutral
limb,Neutral
limit,Neutral
limitless,Neutral
limousin,Objective
limp,Negative
line,Neutral
linguist,Neutral
link,Neutral
lion,Neutral
lioness,Neutral
lip,Neutral
liquid,Neutral
liquor,Neutral
list,Neutral
listen,Objective
lit,Neutral
liter,Neutral
literari,Objective
literatur,Neutral
litig,Neutral
litter,Negative
littl,Objective
live,Neutral
livelihood,Neutral
liver,Neutral
liveri,Neutral
livestock,Neutral
load,Neutral
loan,Neutral
lobbi,Neutral
local,Neutral
locat,Neutral
lock,Neutral
lodg,Objective
log,Neutral
logic,Positive
london,Neutral
lone,Negative
loneli,Negative
loner,Negative
lonesom,Negative
long,Neutral
longrang,Neutral
longstand,Neutral
longterm,Neutral
longev,Positive
look,Neutral
look_0,Neutral
look_,Neutral
loom,Negative
loop,Neutral
loos,Neutral
lord,Neutral
lose,Negative
loser,Negative
loss,Negative
lost,Negative
lot,Neutral
loud,Neutral
louisiana,Neutral
love,Positive
loveless,Negative
loveli,Positive
lover,Positive
low,Negative
lowcost,Neutral
lowincom,Neutral
lower,Negative
lowli,Negative
loyal,Positive
loyalti,Positive
lucid,Positive
luck,Positive
luckili,Positive
lucki,Positive
lucr,Positive
ludicr,Negative
luggag,Neutral
lull,Negative
lumin,Positive
lunat,Negative
lunch,Neutral
luncheon,Neutral
lung,Neutral
lure,Negative
lurk,Negative
lust,Positive
luster,Positive
lustrou,Positive
luxemberg,Neutral
luxuri,Positive
ly,Neutral
lyric,Positive
ma,Objective
machin,Objective
machineri,Neutral
mad,Negative
madagascar,Neutral
madam,Neutral
made,Neutral
madman,Negative
magazin,Neutral
magic,Neutral
magician,Neutral
magnet,Positive
magnific,Positive
magnifi,Objective
magnitud,Objective
mahogani,Neutral
maid,Neutral
maiden,Neutral
mail,Neutral
main,Positive
mainland,Objective
maintain,Neutral
mainten,Neutral
majest,Positive
majesti,Positive
major,Positive
make,Neutral
make_0,Neutral
make_,Neutral
maker,Neutral
maladjust,Negative
maladi,Negative
malaya,Neutral
malaysia,Neutral
male,Neutral
mali,Neutral
malic,Negative
malici,Negative
malign,Negative
malta,Neutral
mama,Neutral
man,Neutral
manag,Neutral
manageri,Neutral
manchest,Neutral
maneuv,Neutral
mangl,Negative
manifest,Neutral
manipul,Negative
mankind,Neutral
manli,Positive
manner,Neutral
manoeuvr,Neutral
manpow,Neutral
mansion,Neutral
manslaught,Negative
mantl,Neutral
manufactur,Neutral
manur,Neutral
mani,Neutral
map,Neutral
mapl,Neutral
//0,Negative
marbl,Neutral
//200,Neutral
marcher,Neutral
mare,Neutral
margin,Negative
marin,Objective
marit,Positive
maritim,Objective
mark,Neutral
marker,Neutral
market,Objective
marksman,Neutral
marriag,Positive
marrow,Neutral
marri,Positive
marsh,Neutral
marshal,Neutral
marshallplan,Neutral
marvel,Positive
marxism,Neutral
maryland,Neutral
masculin,Objective
mass,Objective
massachusett,Neutral
massacr,Negative
massiv,Neutral
mast,Neutral
master,Neutral
masteri,Positive
mat,Neutral
match,Neutral
matchless,Positive
mate,Positive
materi,Neutral
matern,Neutral
math,Neutral
mathemat,Objective
matricul,Neutral
matter,Neutral
matur,Positive
mauritiu,Neutral
maxim,Neutral
maximum,Neutral
mayb,Neutral
mayor,Neutral
mcgovern,Neutral
me,Neutral
meager,Negative
meal,Neutral
mean,Neutral
meaning,Positive
meaningless,Negative
meant,Neutral
meantim,Neutral
meanwhil,Neutral
measur,Positive
measureless,Neutral
meat,Neutral
mechan,Neutral
medal,Neutral
meddl,Negative
media,Neutral
mediat,Positive
medic,Neutral
medicar,Neutral
medicin,Neutral
mediev,Neutral
mediocr,Negative
medit,Positive
mediterranean,Neutral
medium,Objective
meek,Negative
meet,Objective
melancholi,Negative
mellow,Positive
melodramat,Negative
melodi,Positive
melt,Objective
member,Neutral
membership,Neutral
memor,Positive
memori,Neutral
men,Neutral
menac,Negative
mend,Positive
menial,Negative
mental,Neutral
mention,Neutral
mentor,Positive
merchandis,Neutral
merchant,Neutral
merchantil,Neutral
merci,Positive
merciless,Negative
mere,Neutral
merg,Neutral
merger,Neutral
merit,Positive
meritori,Positive
merrili,Positive
merriment,Positive
merri,Positive
mesh,Positive
mess,Negative
messag,Neutral
messeng,Neutral
met,Neutral
metal,Neutral
metaphys,Neutral
meteor,Neutral
meteorit,Neutral
meter,Neutral
method,Neutral
meticul,Positive
metropoli,Neutral
metropolitan,Neutral
mexican,Neutral
mexico,Neutral
mice,Neutral
michigan,Neutral
middl,Neutral
middleclass,Neutral
midnight,Objective
midst,Neutral
might,Neutral
mighti,Positive
migrat,Neutral
mild,Positive
mile,Neutral
militari,Neutral
militia,Neutral
milk,Neutral
mill,Neutral
miller,Neutral
million,Neutral
millionth,Neutral
mind,Neutral
mind_0,Positive
mind_,Objective
mine,Neutral
miner,Neutral
mingl,Neutral
minim,Neutral
minimum,Neutral
minist,Neutral
ministeri,Neutral
ministri,Neutral
minnesota,Neutral
minor,Neutral
mint,Positive
minu,Neutral
minut,Neutral
minutemen,Objective
miracl,Positive
miracul,Positive
mirror,Neutral
mirth,Positive
misbehav,Negative
misbehavior,Negative
miscarriag,Neutral
mischief,Negative
mischiev,Negative
miser,Negative
miseri,Negative
misfortun,Negative
misguid,Neutral
mishandl,Negative
mishap,Negative
misinform,Negative
mislead,Negative
misl,Neutral
mismanag,Neutral
misrepres,Negative
miss,Negative
missil,Neutral
mission,Neutral
missionari,Neutral
mississippi,Neutral
missouri,Neutral
mist,Neutral
mistak,Negative
mistaken,Negative
mister,Neutral
mistook,Neutral
mistreat,Neutral
mistress,Neutral
mistrust,Negative
misunderstand,Negative
misunderstood,Negative
misus,Negative
mitig,Neutral
mix,Neutral
mixtur,Neutral
moan,Negative
mob,Neutral
mobil,Neutral
mock,Negative
mockeri,Negative
mode,Neutral
moder,Positive
modern,Neutral
modest,Positive
modesti,Positive
modif,Neutral
modifi,Neutral
moistur,Neutral
mold,Neutral
molecular,Neutral
molest,Negative
moment,Neutral
momentari,Neutral
momentum,Neutral
monarch,Neutral
monarchi,Neutral
mondai,Neutral
monetari,Neutral
monei,Neutral
mongolia,Neutral
monitor,Neutral
monkei,Neutral
monopoli,Neutral
monoton,Negative
monotoni,Negative
monster,Negative
monstrou,Negative
montana,Neutral
month,Neutral
monument,Neutral
mood,Neutral
moodi,Negative
moon,Objective
moral,Positive
moralist,Positive
more,Neutral
moreov,Neutral
morn,Neutral
morocco,Neutral
mortal,Neutral
mortar,Neutral
mortgag,Neutral
mortifi,Negative
moscow,Neutral
most,Neutral
motel,Neutral
moth,Neutral
mother,Neutral
motion,Neutral
motionless,Negative
motiv,Positive
motlei,Negative
motor,Neutral
motorist,Neutral
mottl,Neutral
mound,Neutral
mount,Neutral
mountain,Neutral
mourn,Negative
mourner,Negative
mous,Neutral
mouth,Neutral
movabl,Neutral
move,Neutral
movement,Neutral
mover,Neutral
movi,Neutral
mozambiqu,Neutral
mph,Neutral
mr.,Neutral
ms.,Neutral
much,Neutral
mud,Neutral
muddl,Negative
muddi,Negative
muffl,Neutral
mule,Neutral
multilateralforc,Neutral
multipl,Neutral
multipli,Neutral
multitud,Positive
mumbl,Negative
mundan,Negative
municip,Neutral
munit,Neutral
murder,Negative
murki,Negative
murmur,Neutral
muscl,Neutral
muscular,Neutral
museum,Neutral
music,Neutral
musician,Neutral
must,Neutral
muster,Neutral
mutter,Negative
mutton,Neutral
mutual,Positive
my,Neutral
myriad,Positive
myself,Neutral
myself>,Neutral
mysteri,Neutral
mystic,Neutral
myth,Neutral
nag,Neutral
nail,Neutral
naiv,Negative
nake,Neutral
name,Neutral
narr,Neutral
narrow,Neutral
nasti,Negative
nation,Neutral
nationalist,Neutral
nativ,Neutral
natur,Positive
naughti,Negative
naval,Neutral
navig,Positive
navi,Neutral
nai,Neutral
nazi,Neutral
near,Neutral
nearbi,Neutral
neat,Positive
nebraska,Neutral
nebul,Negative
necessarili,Positive
necessari,Neutral
necessit,Neutral
necess,Neutral
neck,Neutral
need,Negative
needl,Neutral
needi,Negative
Negativeat,Negative
Negativeative,Negative
Negativelect,Negative
Negativelig,Negative
Negativeoti,Positive
Negativero,Neutral
neighbor,Neutral
neighborhood,Objective
neighbour,Neutral
neighbourhood,Neutral
neither,Neutral
nepal,Neutral
nephew,Neutral
nerv,Neutral
nervou,Negative
nervous,Negative
nest,Neutral
netherland,Neutral
network,Neutral
neurosi,Neutral
neurot,Negative
Neutral,Neutral
nevada,Neutral
never,Neutral
nevertheless,Neutral
new,Neutral
newmexicao,Neutral
newborn,Neutral
newcom,Neutral
newsmen,Neutral
newspap,Neutral
newspaperman,Neutral
next,Neutral
nicaragua,Neutral
nice,Positive
nich,Positive
nickel,Neutral
nicknam,Neutral
nigeria,Neutral
niger,Neutral
nigger,Neutral
night,Neutral
nightmar,Negative
nihil,Neutral
nihilist,Neutral
nimbl,Positive
nine,Neutral
nineteen,Neutral
nineteenth,Neutral
ninetieth,Neutral
nineti,Neutral
ninth,Neutral
nix,Negative
nixon,Neutral
no,Neutral
nobil,Positive
nobl,Positive
nobleman,Positive
nobodi,Neutral
nod,Neutral
nois,Negative
noiseless,Positive
nomin,Neutral
non,Neutral
nonfict,Neutral
nonintervent,Neutral
nonprolifer,Neutral
nonviol,Positive
nonalign,Neutral
nonchal,Negative
none,Neutral
nonetheless,Neutral
nonsens,Negative
nonspecif,Neutral
nonverb,Neutral
noon,Neutral
nope,Neutral
nor,Neutral
norm,Neutral
normal,Positive
north,Neutral
northeast,Neutral
northerli,Neutral
northern,Neutral
northernrhodesia,Neutral
northwest,Neutral
norwai,Neutral
nose,Neutral
nosei,Negative
not,Neutral
notabl,Positive
note,Neutral
noteworthi,Neutral
noth,Neutral
notic,Neutral
notion,Neutral
notorieti,Positive
notori,Negative
notwithstand,Neutral
noun,Neutral
nourish,Positive
novel,Neutral
novelist,Neutral
novelti,Positive
novemb,Neutral
novic,Negative
now,Neutral
nowher,Neutral
nuclear,Neutral
nuclei,Objective
nucleu,Neutral
nude,Neutral
nuisanc,Negative
nullif,Negative
nullifi,Negative
numb,Negative
number,Neutral
numer,Neutral
nurs,Neutral
nurtur,Positive
nut,Neutral
nutrient,Positive
nutrit,Neutral
nyasaland,Neutral
o'clock,Neutral
oak,Neutral
oa,Neutral
oasi,Positive
oat,Neutral
oath,Neutral
obedi,Positive
obei,Positive
Objective,Neutral
Objectiveiveion,Negative
Objectiveiv,Neutral
oblig,Neutral
obliqu,Negative
obliter,Negative
obnoxi,Negative
obscur,Negative
observ,Neutral
obsolet,Negative
obstacl,Negative
obstin,Negative
obstruct,Negative
obtain,Positive
obviou,Neutral
occas,Neutral
occasion,Neutral
occup,Neutral
occupi,Neutral
occur,Neutral
occurr,Neutral
ocean,Objective
octob,Neutral
odd,Negative
odditi,Negative
odor,Neutral
odour,Neutral
of,Neutral
off,Neutral
offenc,Neutral
offend,Negative
offens,Negative
offer,Positive
offic,Neutral
offici,Neutral
offset,Positive
offshor,Neutral
offspr,Neutral
often,Neutral
ohio,Neutral
oil,Neutral
okai,Neutral
oklahoma,Neutral
old,Objective
omin,Negative
omiss,Negative
omit,Negative
on,Neutral
onc,Neutral
oneself,Neutral
onion,Neutral
onli,Neutral
onset,Positive
onto,Neutral
onward,Positive
open,Positive
opera,Neutral
oper,Neutral
opinion,Neutral
oppon,Negative
opportun,Positive
oppos,Negative
opPositive,Neutral
oppress,Negative
optim,Positive
optimist,Positive
option,Positive
or,Neutral
oral,Neutral
orang,Neutral
orat,Neutral
orchestra,Neutral
ordain,Neutral
ordeal,Negative
order,Neutral
ordin,Neutral
ordinari,Neutral
oregon,Neutral
organ,Neutral
organis,Neutral
orient,Neutral
origin,Neutral
orlean,Neutral
ornament,Neutral
orphan,Negative
orthodox,Neutral
ostens,Neutral
ostrac,Negative
other,Neutral
otherwis,Neutral
otter,Neutral
ought,Objective
our,Neutral
ourselv,Neutral
oust,Negative
out,Neutral
outback,Neutral
outbreak,Negative
outburst,Negative
outcast,Negative
outcom,Neutral
outcri,Negative
outdat,Neutral
outdoor,Neutral
outer,Neutral
outfit,Neutral
outgo,Positive
outlaw,Negative
outlin,Neutral
outliv,Positive
outlook,Neutral
outpost,Neutral
output,Neutral
outrag,Negative
outreach,Neutral
outright,Positive
outrun,Positive
outset,Positive
outsid,Objective
outspoken,Neutral
outstand,Positive
outward,Neutral
outwit,Positive
oval,Neutral
over,Objective
over_0,Neutral
over_,Neutral
overal,Neutral
overbear,Negative
overcam,Neutral
overcom,Positive
overcrowd,Neutral
overflow,Negative
overhaul,Neutral
overjoi,Neutral
overland,Neutral
overlap,Neutral
overlook,Negative
overli,Neutral
overnight,Neutral
overpow,Negative
overrid,Neutral
overrod,Neutral
overrun,Negative
oversea,Neutral
overs,Neutral
oversight,Negative
oversimplif,Neutral
oversimplifi,Neutral
overthrow,Negative
overthrown,Neutral
overtur,Neutral
overturn,Negative
overwhelm,Neutral
overwork,Negative
ow,Negative
own,Neutral
owner,Neutral
ownership,Neutral
oxen,Neutral
pace,Neutral
pacif,Neutral
pacifi,Neutral
pack,Neutral
packag,Neutral
pact,Neutral
page,Neutral
paid,Neutral
pain,Negative
painstak,Positive
paint,Neutral
painter,Objective
pair,Neutral
pakistan,Neutral
palac,Objective
palat,Positive
palati,Positive
pale,Objective
palistin,Neutral
paltri,Negative
pamper,Positive
pan,Neutral
panamerican,Objective
panacea,Neutral
panama,Neutral
pandemonium,Negative
panic,Negative
papa,Neutral
paper,Neutral
parachut,Neutral
parad,Neutral
paradis,Positive
paraguai,Neutral
parallel,Neutral
paralysi,Negative
paralyz,Negative
paramet,Neutral
paramount,Positive
paranoid,Negative
parasit,Negative
pardon,Positive
parent,Objective
pari,Neutral
parish,Neutral
pariti,Neutral
park,Neutral
parkwai,Neutral
parliament,Neutral
parliamentari,Neutral
parlor,Neutral
parlour,Neutral
part,Neutral
part0,Neutral
part_0,Neutral
partak,Neutral
partial,Neutral
particip,Neutral
particl,Objective
particular,Positive
partisan,Neutral
partisanship,Neutral
partit,Negative
partner,Positive
partnership,Positive
partook,Neutral
parti,Neutral
pass,Neutral
pass_0,Negative
pass_,Neutral
passag,Neutral
passeng,Neutral
passion,Neutral
passiv,Neutral
passport,Neutral
past,Neutral
pastor,Neutral
pastur,Neutral
patch,Neutral
patent,Neutral
patern,Neutral
path,Neutral
pathet,Negative
patienc,Positive
patient,Neutral
patriot,Positive
patrol,Neutral
patron,Positive
patronag,Positive
pattern,Objective
pauper,Neutral
paus,Neutral
pai,Neutral
payabl,Neutral
payer,Neutral
payment,Neutral
payrol,Neutral
pea,Neutral
peac,Positive
peaceabl,Positive
peacetim,Neutral
peacock,Neutral
peak,Neutral
pearl,Neutral
peasant,Neutral
peculiar,Negative
pecuniari,Neutral
peel,Neutral
peer,Neutral
peerless,Positive
pelvic,Neutral
pelvi,Neutral
pen,Neutral
penal,Neutral
penalti,Neutral
pencil,Neutral
pend,Neutral
penetr,Neutral
peninsula,Neutral
pennsylvania,Neutral
penni,Neutral
pension,Neutral
pentagon,Neutral
peoni,Neutral
peopl,Neutral
per,Neutral
perceiv,Objective
percent,Neutral
percentag,Neutral
percept,Objective
perfect,Positive
perfection,Positive
perfectionist,Positive
perform,Neutral
perfum,Positive
perhap,Neutral
peril,Negative
period,Neutral
perish,Negative
perman,Neutral
permiss,Neutral
permit,Positive
pernici,Neutral
perpetu,Neutral
perplex,Negative
persecut,Negative
persever,Positive
persia,Neutral
persian,Neutral
persist,Neutral
person,Neutral
personnel,Neutral
perspect,Neutral
persuad,Neutral
persuas,Neutral
pertin,Positive
perturb,Negative
peru,Neutral
pervad,Neutral
pervers,Negative
pervert,Negative
pessim,Negative
pessimist,Negative
pest,Negative
pet,Neutral
petit,Neutral
petition,Neutral
petti,Negative
phase,Neutral
phenomena,Neutral
phenomenon,Neutral
philadelphia,Neutral
philippin,Neutral
philosoph,Neutral
philosophi,Neutral
phobia,Negative
phone,Neutral
photo,Neutral
photograph,Neutral
phrase,Neutral
physic,Neutral
physician,Neutral
physicist,Neutral
piano,Neutral
pick,Neutral
pictur,Neutral
picturesqu,Positive
pie,Objective
piec,Neutral
pieti,Positive
pig,Neutral
pigment,Neutral
pile,Objective
pilgrimag,Neutral
pill,Neutral
pillow,Objective
pilot,Objective
pin,Neutral
pinch,Negative
pink,Neutral
pinnacl,Positive
pioneer,Neutral
piou,Positive
pistol,Neutral
piston,Objective
pit,Neutral
pitch,Neutral
piti,Negative
pitiless,Negative
place,Neutral
placement,Neutral
placid,Neutral
plagu,Negative
plain,Positive
plaintiff,Negative
plan,Neutral
plane,Neutral
planer,Neutral
planet,Neutral
planner,Neutral
plant,Neutral
plantat,Neutral
planter,Neutral
plaqu,Neutral
plastic,Neutral
plate,Neutral
platform,Objective
platon,Neutral
plausibl,Positive
plai,Neutral
player,Neutral
play,Positive
playmat,Positive
playth,Positive
plea,Objective
plead,Neutral
pleasant,Positive
pleasantri,Positive
pleas,Neutral
pleasur,Positive
pledg,Positive
plenipotentiari,Neutral
plenti,Positive
plight,Negative
plod,Negative
plot,Neutral
plow,Neutral
plug,Neutral
plumber,Neutral
plunder,Neutral
plung,Neutral
plural,Neutral
plu,Neutral
plywood,Neutral
pocket,Neutral
pod,Neutral
poem,Neutral
poet,Neutral
poetic,Positive
poetri,Neutral
poignant,Positive
point,Neutral
pointer,Neutral
pointless,Negative
pois,Positive
poison,Negative
poland,Neutral
polaria,Neutral
polar,Neutral
pole,Neutral
polic,Neutral
policeman,Neutral
policemen,Neutral
polici,Neutral
polish,Positive
polit,Positive
politician,Neutral
poll,Objective
pollut,Negative
pomp,Positive
pompou,Negative
pond,Objective
ponder,Neutral
poni,Neutral
pool,Neutral
poor,Negative
pope,Neutral
popular,Positive
popul,Neutral
porch,Neutral
port,Neutral
portabl,Positive
porter,Neutral
portion,Neutral
portrait,Neutral
portug,Neutral
portugues,Neutral
pose,Neutral
Positive,Neutral
Positiveive,Positive
Positiveiv,Positive
poss,Neutral
possess,Neutral
possessor,Neutral
possibl,Neutral
post,Neutral
poster,Neutral
postpon,Neutral
postur,Neutral
postwar,Neutral
pot,Neutral
potenc,Positive
potent,Positive
potenti,Neutral
poultri,Neutral
pound,Objective
pour,Neutral
pout,Negative
poverti,Negative
powder,Neutral
power,Neutral
powerless,Negative
practic,Positive
practis,Neutral
prairi,Neutral
prais,Positive
pranc,Positive
prai,Neutral
prayer,Neutral
prewar,Objective
preach,Neutral
preacher,Neutral
precari,Negative
precaut,Positive
preced,Neutral
precept,Positive
precinct,Neutral
preciou,Positive
precipit,Negative
precis,Positive
predecessor,Neutral
predica,Negative
predict,Neutral
predomin,Neutral
preemin,Positive
prefer,Neutral
pregnanc,Neutral
pregnant,Neutral
prejudic,Negative
prejudici,Negative
preliminari,Neutral
prelud,Neutral
prematur,Neutral
premier,Positive
premis,Positive
premium,Positive
preoccup,Neutral
preoccupi,Neutral
prepar,Neutral
preparatori,Positive
preposter,Negative
prerequisit,Neutral
prescrib,Neutral
prescript,Neutral
presenc,Neutral
present,Neutral
presentdai,Neutral
preserv,Neutral
presid,Neutral
presidentelect,Neutral
presidenti,Neutral
press,Neutral
pressur,Neutral
prestig,Positive
presum,Neutral
presumpt,Neutral
presumptu,Negative
pretenc,Neutral
pretend,Negative
pretens,Negative
pretenti,Negative
pretext,Neutral
prettili,Positive
pretti,Neutral
prevail,Neutral
preval,Neutral
prevent,Neutral
previou,Neutral
prei,Neutral
price,Neutral
priceless,Positive
pride,Positive
priest,Neutral
primarili,Positive
primari,Neutral
prime,Positive
primit,Neutral
princ,Neutral
princess,Neutral
princip,Positive
principl,Positive
print,Neutral
prior,Neutral
prioriti,Neutral
prison,Negative
privaci,Positive
privat,Neutral
privileg,Neutral
privi,Positive
prize,Positive
pro,Positive
proactiv,Positive
probabl,Neutral
probat,Neutral
probationari,Neutral
probe,Neutral
problem,Negative
procedur,Neutral
proce,Neutral
process,Neutral
proclaim,Neutral
proclam,Neutral
procrastin,Negative
proctor,Neutral
procur,Neutral
prod,Negative
prodigi,Positive
produc,Neutral
product,Neutral
profess,Positive
profession,Neutral
professor,Neutral
proffer,Positive
profici,Positive
profit,Positive
profound,Positive
program,Objective
programm,Neutral
progress,Positive
prohibit,Negative
project,Neutral
prolif,Positive
prolong,Neutral
promin,Positive
promis,Neutral
promot,Neutral
prompt,Positive
promptli,Positive
promulg,Neutral
proof,Neutral
propaganda,Negative
proper,Positive
properti,Neutral
propheci,Neutral
prophes,Neutral
prophet,Neutral
propiti,Positive
propon,Neutral
proport,Neutral
proportion,Neutral
propos,Neutral
proPositive,Neutral
proprietari,Positive
proprietor,Neutral
proprieti,Positive
prose,Neutral
prosecut,Positive
prospect,Neutral
prosper,Positive
protect,Positive
protector,Positive
protest,Negative
protocol,Neutral
protract,Neutral
proud,Positive
prove,Neutral
proven,Neutral
provid,Positive
provinc,Neutral
provinci,Neutral
provis,Neutral
provision,Neutral
provoc,Negative
provok,Negative
prowess,Positive
prowl,Negative
prudenc,Positive
prudent,Positive
prussia,Neutral
prussian,Neutral
pry,Negative
psychiatrist,Neutral
psycholog,Neutral
psychologist,Neutral
pta,Neutral
public,Neutral
publish,Neutral
pull,Neutral
pullei,Neutral
puls,Neutral
pump,Neutral
punch,Negative
punctual,Positive
punish,Negative
puni,Negative
pupil,Neutral
puppi,Neutral
purchas,Neutral
pure,Positive
purif,Positive
purifi,Positive
puriti,Positive
purpl,Neutral
purpos,Objective
purr,Positive
pursuant,Neutral
pursu,Neutral
pursuer,Neutral
pursuit,Neutral
push,Negative
put,Neutral
puzzl,Neutral
puzzlement,Negative
quaint,Positive
qualif,Neutral
qualifi,Positive
qualiti,Neutral
qualm,Negative
quandari,Negative
quantit,Neutral
quantiti,Neutral
quarrel,Negative
quarrelsom,Negative
quarter,Neutral
quartet,Neutral
queen,Neutral
queer,Negative
quench,Positive
quest,Neutral
question,Neutral
questionnair,Neutral
quibbl,Negative
quick,Neutral
quicken,Positive
quiet,Neutral
quit,Negative
quitter,Negative
quot,Neutral
rabbit,Neutral
race,Neutral
racer,Neutral
racial,Neutral
radar,Neutral
radianc,Positive
radiant,Positive
radiat,Positive
radic,Negative
radio,Neutral
radioact,Neutral
radiu,Neutral
rag,Neutral
rage,Negative
raid,Negative
rail,Neutral
railroad,Neutral
